taxonKey	scientificName	acceptedTaxonKey	acceptedScientificName	numberOfOccurrences	taxonRank	taxonomicStatus	kingdom	kingdomKey	phylum	phylumKey	class	classKey	order	orderKey	family	familyKey	genus	genusKey	species	speciesKey	iucnRedListCategory
2436539	Trachypithecus francoisi (de Pousargues, 1898)	2436539	Trachypithecus francoisi (de Pousargues, 1898)	5	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Cercopithecidae	9622	Trachypithecus	2436533	Trachypithecus francoisi	2436539	EN
8560696	Trachypithecus cristatus selangorensis (Roos et al., 2008)	7838808	Trachypithecus selangorensis Roos, Nadler & Walter, 2008	11	SUBSPECIES	SYNONYM	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Cercopithecidae	9622	Trachypithecus	2436533	Trachypithecus selangorensis	7838808	
2436521	Galago gallarum Thomas, 1901	2436521	Galago gallarum Thomas, 1901	13	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Galagidae	3239554	Galago	2436518	Galago gallarum	2436521	LC
5786075	Ateles geoffroyi azuerensis (Bole, 1937)	5786075	Ateles geoffroyi azuerensis (Bole, 1937)	1	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Atelidae	3239607	Ateles	2436640	Ateles geoffroyi	2436643	CR
2436616	Macaca nigra (Desmarest, 1822)	2436616	Macaca nigra (Desmarest, 1822)	70	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Cercopithecidae	9622	Macaca	2436602	Macaca nigra	2436616	CR
4267229	Alouatta guariba clamitans Cabrera, 1940	4267229	Alouatta guariba clamitans Cabrera, 1940	28	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Atelidae	3239607	Alouatta	2436647	Alouatta guariba	7262055	VU
5707404	Hylobates lar vestitus Miller, 1942	5707404	Hylobates lar vestitus Miller, 1942	8	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Hylobatidae	5484	Hylobates	2436497	Hylobates lar	5219553	EN
5786449	Cebuella pygmaea niveiventris Lönnberg, 1940	9680321	Cebuella niveiventris Lönnberg, 1940	1	SUBSPECIES	SYNONYM	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Callitrichidae	9620	Cebuella	8214404	Cebuella niveiventris	9680321	VU
4267116	Chlorocebus sabaeus (Linnaeus, 1766)	4267116	Chlorocebus sabaeus (Linnaeus, 1766)	230	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Cercopithecidae	9622	Chlorocebus	2436565	Chlorocebus sabaeus	4267116	LC
7262029	Papio ursinus (Kerr, 1792)	7262029	Papio ursinus (Kerr, 1792)	670	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Cercopithecidae	9622	Papio	5219585	Papio ursinus	7262029	LC
5707421	Pan troglodytes schweinfurthii (Giglioli, 1872)	5707421	Pan troglodytes schweinfurthii (Giglioli, 1872)	213	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Hominidae	5483	Pan	2436437	Pan troglodytes	5219534	EN
7262022	Trachypithecus cristatus cristatus	7262022	Trachypithecus cristatus cristatus	5	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Cercopithecidae	9622	Trachypithecus	2436533	Trachypithecus cristatus	2436542	VU
2436605	Macaca arctoides (I.Geoffroy Saint-Hilaire, 1831)	2436605	Macaca arctoides (I.Geoffroy Saint-Hilaire, 1831)	60	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Cercopithecidae	9622	Macaca	2436602	Macaca arctoides	2436605	VU
2436658	Lagothrix lagotricha (Humboldt, 1812)	5786085	Lagothrix lagothricha (Humboldt, 1812)	99	SPECIES	SYNONYM	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Atelidae	3239607	Lagothrix	2436656	Lagothrix lagothricha	5786085	VU
8828710	Allochrocebus preussi preussi	8828710	Allochrocebus preussi preussi	1	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Cercopithecidae	9622	Allochrocebus	8307483	Allochrocebus preussi	8238140	EN
4266882	Saguinus melanoleucus (Miranda Ribeiro, 1912)	9311722	Leontocebus weddelli melanoleucus (Miranda Ribeiro, 1912)	5	SPECIES	SYNONYM	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Callitrichidae	9620	Leontocebus	5428933	Leontocebus weddelli	9530430	LC
4267250	Ateles geoffroyi ornatus (Gray, 1870)	4267250	Ateles geoffroyi ornatus (Gray, 1870)	6	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Atelidae	3239607	Ateles	2436640	Ateles geoffroyi	2436643	VU
7261997	Cacajao calvus calvus	7261997	Cacajao calvus calvus	4	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Pitheciidae	5486	Cacajao	2436408	Cacajao calvus	2436410	LC
4267124	Chlorocebus djamdjamensis (Neumann, 1902)	4267124	Chlorocebus djamdjamensis (Neumann, 1902)	8	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Cercopithecidae	9622	Chlorocebus	2436565	Chlorocebus djamdjamensis	4267124	VU
7262003	Piliocolobus pennantii (Waterhouse, 1838)	7262003	Piliocolobus pennantii (Waterhouse, 1838)	1	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Cercopithecidae	9622	Piliocolobus	4266981	Piliocolobus pennantii	7262003	CR
4266944	Varecia variegata editorum (O.Hill, 1953)	4266944	Varecia variegata editorum (O.Hill, 1953)	1	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Lemuridae	5485	Varecia	2436423	Varecia variegata	2436424	CR
2436481	Leontopithecus chrysomelas (Kuhl, 1820)	2436481	Leontopithecus chrysomelas (Kuhl, 1820)	4	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Callitrichidae	9620	Leontopithecus	2436478	Leontopithecus chrysomelas	2436481	EN
5707306	Chiropotes utahickae Hershkovitz, 1985	11186152	Chiropotes utahicki Hershkovitz, 1985	5	SPECIES	SYNONYM	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Pitheciidae	5486	Chiropotes	2436405	Chiropotes utahicki	11186152	VU
6100688	Colobus angolensis palliatus Peters, 1868	6100688	Colobus angolensis palliatus Peters, 1868	56	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Cercopithecidae	9622	Colobus	5963043	Colobus angolensis	5963047	VU
2436618	Macaca sylvanus (Linnaeus, 1758)	2436618	Macaca sylvanus (Linnaeus, 1758)	348	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Cercopithecidae	9622	Macaca	2436602	Macaca sylvanus	2436618	EN
7262052	Cercopithecus erythrotis erythrotis	7262052	Cercopithecus erythrotis erythrotis	3	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Cercopithecidae	9622	Cercopithecus	2436567	Cercopithecus erythrotis	5219577	EN
10979206	Galago moholi moholi	2436522	Galago moholi A.Smith, 1836	9	SUBSPECIES	SYNONYM	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Galagidae	3239554	Galago	2436518	Galago moholi	2436522	LC
5786473	Cacajao hosomi Boubli, Silva, Amado, Hrbek, Pontual & Farias, 2008	5786473	Cacajao hosomi Boubli, Silva, Amado, Hrbek, Pontual & Farias, 2008	1	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Pitheciidae	5486	Cacajao	2436408	Cacajao hosomi	5786473	VU
7262051	Cercopithecus petaurista petaurista	7262051	Cercopithecus petaurista petaurista	6	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Cercopithecidae	9622	Cercopithecus	2436567	Cercopithecus petaurista	5219579	NT
2436448	Microcebus rufus (Lesson, 1840)	2436448	Microcebus rufus (Lesson, 1840)	64	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Cheirogaleidae	9419	Microcebus	2436446	Microcebus rufus	2436448	VU
2436615	Macaca cyclopis (Swinhoe, 1863)	2436615	Macaca cyclopis (Swinhoe, 1863)	660	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Cercopithecidae	9622	Macaca	2436602	Macaca cyclopis	2436615	LC
5707381	Cercopithecus mitis stuhlmanni Matschie, 1893	5707381	Cercopithecus mitis stuhlmanni Matschie, 1893	52	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Cercopithecidae	9622	Cercopithecus	2436567	Cercopithecus mitis	5219578	LC
5786070	Aotus zonalis Goldman, 1914	5786070	Aotus zonalis Goldman, 1914	39	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Aotidae	3239574	Aotus	2436667	Aotus zonalis	5786070	NT
7262015	Presbytis hosei hosei	5219564	Presbytis hosei (Thomas, 1889)	5	SUBSPECIES	SYNONYM	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Cercopithecidae	9622	Presbytis	3239596	Presbytis hosei	5219564	
7262038	Macaca fascicularis fascicularis	7262038	Macaca fascicularis fascicularis	52	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Cercopithecidae	9622	Macaca	2436602	Macaca fascicularis	2436603	NT
8219027	Microcebus arnholdi Louis Jr., Engberg, McGuire, McCormick, Randriamampionona, Ranaivoarisoa, Bailey et al., 2008	8219027	Microcebus arnholdi Louis Jr., Engberg, McGuire, McCormick, Randriamampionona, Ranaivoarisoa, Bailey et al., 2008	5	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Cheirogaleidae	9419	Microcebus	2436446	Microcebus arnholdi	8219027	VU
2436375	Pithecia monachus (É.Geoffroy Saint-Hilaire, 1812)	2436375	Pithecia monachus (É.Geoffroy Saint-Hilaire, 1812)	7	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Pitheciidae	5486	Pithecia	2436370	Pithecia monachus	2436375	LC
7532139	Papio kindae Lönnberg, 1919	7532139	Papio kindae Lönnberg, 1919	22	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Cercopithecidae	9622	Papio	5219585	Papio kindae	7532139	LC
4267231	Alouatta seniculus juara Elliot, 1910	4267231	Alouatta seniculus juara Elliot, 1910	9	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Atelidae	3239607	Alouatta	2436647	Alouatta seniculus	2436648	LC
2436451	Cheirogaleus medius É.Geoffroy Saint-Hilaire, 1812	2436451	Cheirogaleus medius É.Geoffroy Saint-Hilaire, 1812	21	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Cheirogaleidae	9419	Cheirogaleus	2436450	Cheirogaleus medius	2436451	VU
4827709	Galagoides thomasi (Elliot, 1907)	4827709	Galagoides thomasi (Elliot, 1907)	1	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Galagidae	3239554	Galagoides	2436515	Galagoides thomasi	4827709	LC
5707422	Pan troglodytes verus Schwarz, 1934	5707422	Pan troglodytes verus Schwarz, 1934	15	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Hominidae	5483	Pan	2436437	Pan troglodytes	5219534	CR
7583919	Allochrocebus solatus (Harrison, 1988)	7583919	Allochrocebus solatus (Harrison, 1988)	2	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Cercopithecidae	9622	Allochrocebus	8307483	Allochrocebus solatus	7583919	NT
5786510	Otolemur crassicaudatus monteiri (Bartlett, 1863)	5786510	Otolemur crassicaudatus monteiri (Bartlett, 1863)	10	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Galagidae	3239554	Otolemur	2436509	Otolemur crassicaudatus	8978926	LC
4266896	Saimiri sciureus cassiquiarensis (Lesson, 1840)	9012225	Saimiri cassiquiarensis cassiquiarensis	34	SUBSPECIES	SYNONYM	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Cebidae	9621	Saimiri	2436659	Saimiri cassiquiarensis	7576788	LC
2436490	Lepilemur ruficaudatus Grandidier, 1867	2436490	Lepilemur ruficaudatus Grandidier, 1867	26	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Lepilemuridae	4266927	Lepilemur	2436489	Lepilemur ruficaudatus	2436490	CR
4266924	Cebus albifrons trinitatis Pusch, 1942	4266924	Cebus albifrons trinitatis Pusch, 1942	3	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Cebidae	9621	Cebus	2436635	Cebus albifrons	2436636	CR
2436611	Macaca nemestrina (Linnaeus, 1766)	2436611	Macaca nemestrina (Linnaeus, 1766)	265	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Cercopithecidae	9622	Macaca	2436602	Macaca nemestrina	2436611	VU
5707385	Cercopithecus lowei Thomas, 1923	5707385	Cercopithecus lowei Thomas, 1923	20	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Cercopithecidae	9622	Cercopithecus	2436567	Cercopithecus lowei	5707385	VU
5786014	Microcebus mamiratra Andriantompohavana, Zaonarivelo, Engberg, Randriamampionona, McGuire, Shore et al., 2006	5786014	Microcebus mamiratra Andriantompohavana, Zaonarivelo, Engberg, Randriamampionona, McGuire, Shore et al., 2006	3	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Cheirogaleidae	9419	Microcebus	2436446	Microcebus mamiratra	5786014	EN
5786406	Hapalemur meridionalis Warter, Randrianasolo, Dutrillaux & Rumpler, 1987	5786406	Hapalemur meridionalis Warter, Randrianasolo, Dutrillaux & Rumpler, 1987	3	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Lemuridae	5485	Hapalemur	2436413	Hapalemur meridionalis	5786406	VU
9423182	Paragalago cocos (Heller, 1912)	9423182	Paragalago cocos (Heller, 1912)	4	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Galagidae	3239554	Paragalago	9553756	Paragalago cocos	9423182	LC
2436420	Eulemur macaco (Linnaeus, 1766)	2436420	Eulemur macaco (Linnaeus, 1766)	46	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Lemuridae	5485	Eulemur	2436417	Eulemur macaco	2436420	EN
5786030	Propithecus candidus Grandidier, 1871	5786030	Propithecus candidus Grandidier, 1871	15	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Indriidae	4827490	Propithecus	2436427	Propithecus candidus	5786030	CR
4267287	Galago senegalensis sotikae Hollister, 1920	4267287	Galago senegalensis sotikae Hollister, 1920	13	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Galagidae	3239554	Galago	2436518	Galago senegalensis	9198359	LC
5786138	Cebus capucinus curtus Bangs, 1905	5786138	Cebus capucinus curtus Bangs, 1905	5	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Cebidae	9621	Cebus	2436635	Cebus capucinus	2436637	VU
9131667	Eulemur albifrons (É.Geoffroy Saint-Hilaire, 1796)	9131667	Eulemur albifrons (É.Geoffroy Saint-Hilaire, 1796)	31	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Lemuridae	5485	Eulemur	2436417	Eulemur albifrons	9131667	VU
2436441	Gorilla gorilla (Savage, 1847)	2436441	Gorilla gorilla (Savage, 1847)	4	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Hominidae	5483	Gorilla	2436440	Gorilla gorilla	2436441	CR
8227596	Sapajus robustus (Kuhl, 1820)	8227596	Sapajus robustus (Kuhl, 1820)	5	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Cebidae	9621	Sapajus	4827386	Sapajus robustus	8227596	EN
8803586	Galago moholi bradfieldi Roberts, 1931	2436522	Galago moholi A.Smith, 1836	4	SUBSPECIES	SYNONYM	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Galagidae	3239554	Galago	2436518	Galago moholi	2436522	LC
9205754	Lagothrix cana (É.Geoffroy Saint-Hilaire, 1812)	5786086	Lagothrix lagothricha cana (É.Geoffroy Saint-Hilaire, 1812)	44	SPECIES	SYNONYM	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Atelidae	3239607	Lagothrix	2436656	Lagothrix lagothricha	5786085	VU
2436494	Lepilemur edwardsi (Forsyth Major, 1894)	2436494	Lepilemur edwardsi (Forsyth Major, 1894)	9	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Lepilemuridae	4266927	Lepilemur	2436489	Lepilemur edwardsi	2436494	EN
5219579	Cercopithecus petaurista (Schreber, 1774)	5219579	Cercopithecus petaurista (Schreber, 1774)	13	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Cercopithecidae	9622	Cercopithecus	2436567	Cercopithecus petaurista	5219579	NT
5786283	Cercopithecus mitis albotorquatus de Pousargues, 1896	5786283	Cercopithecus mitis albotorquatus de Pousargues, 1896	6	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Cercopithecidae	9622	Cercopithecus	2436567	Cercopithecus mitis	5219578	LC
4266990	Piliocolobus rufomitratus (Peters, 1879)	4266990	Piliocolobus rufomitratus (Peters, 1879)	6	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Cercopithecidae	9622	Piliocolobus	4266981	Piliocolobus rufomitratus	4266990	CR
2436548	Erythrocebus patas (Schreber, 1774)	2436548	Erythrocebus patas (Schreber, 1774)	58	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Cercopithecidae	9622	Erythrocebus	2436547	Erythrocebus patas	2436548	NT
2436602	Macaca Lacépède, 1799	2436602	Macaca Lacépède, 1799	1	GENUS	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Cercopithecidae	9622	Macaca	2436602			NE
4267335	Loris lydekkerianus malabaricus Wroughton, 1917	4267335	Loris lydekkerianus malabaricus Wroughton, 1917	6	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Lorisidae	3239561	Loris	2436625	Loris lydekkerianus	7262073	NT
2436426	Avahi laniger (Gmelin, 1788)	2436426	Avahi laniger (Gmelin, 1788)	47	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Indriidae	4827490	Avahi	2436425	Avahi laniger	2436426	VU
5219563	Presbytis potenziani (Bonaparte, 1856)	5219563	Presbytis potenziani (Bonaparte, 1856)	2	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Cercopithecidae	9622	Presbytis	3239596	Presbytis potenziani	5219563	EN
4266998	Piliocolobus gordonorum (Matschie, 1900)	4266998	Piliocolobus gordonorum (Matschie, 1900)	10	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Cercopithecidae	9622	Piliocolobus	4266981	Piliocolobus gordonorum	4266998	VU
2436511	Otolemur garnettii (Ogilby, 1838)	2436511	Otolemur garnettii (Ogilby, 1838)	34	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Galagidae	3239554	Otolemur	2436509	Otolemur garnettii	2436511	LC
4267322	Gorilla beringei graueri Matschie, 1914	4267322	Gorilla beringei graueri Matschie, 1914	3	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Hominidae	5483	Gorilla	2436440	Gorilla beringei	7262070	CR
5219558	Presbytis thomasi (Collett, 1893)	5219558	Presbytis thomasi (Collett, 1893)	42	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Cercopithecidae	9622	Presbytis	3239596	Presbytis thomasi	5219558	VU
9086491	Erythrocebus patas patas	9086491	Erythrocebus patas patas	317	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Cercopithecidae	9622	Erythrocebus	2436547	Erythrocebus patas	2436548	NT
9410326	Plecturocebus brunneus (Wagner, 1842)	9410326	Plecturocebus brunneus (Wagner, 1842)	3	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Pitheciidae	5486	Plecturocebus	8755067	Plecturocebus brunneus	9410326	VU
4827329	Alouatta arctoidea Cabrera, 1940	4827329	Alouatta arctoidea Cabrera, 1940	10	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Atelidae	3239607	Alouatta	2436647	Alouatta arctoidea	4827329	LC
5707346	Mandrillus leucophaeus poensis Zukowsky, 1922	5707346	Mandrillus leucophaeus poensis Zukowsky, 1922	4	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Cercopithecidae	9622	Mandrillus	5219555	Mandrillus leucophaeus	5219557	EN
5707410	Aotus azarae infulatus (Kuhl, 1820)	5707410	Aotus azarae infulatus (Kuhl, 1820)	3	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Aotidae	3239574	Aotus	2436667	Aotus azarae	5707409	LC
7342629	Alouatta palliata palliata	7342629	Alouatta palliata palliata	34	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Atelidae	3239607	Alouatta	2436647	Alouatta palliata	2436649	EN
2436563	Semnopithecus Desmarest, 1822	2436563	Semnopithecus Desmarest, 1822	2	GENUS	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Cercopithecidae	9622	Semnopithecus	2436563			NE
4267251	Ateles hybridus I.Geoffroy Saint-Hilaire, 1829	4267251	Ateles hybridus I.Geoffroy Saint-Hilaire, 1829	7	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Atelidae	3239607	Ateles	2436640	Ateles hybridus	4267251	CR
7262030	Papio ursinus ursinus	7262030	Papio ursinus ursinus	958	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Cercopithecidae	9622	Papio	5219585	Papio ursinus	7262029	LC
7262040	Macaca fuscata fuscata	7262040	Macaca fuscata fuscata	54	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Cercopithecidae	9622	Macaca	2436602	Macaca fuscata	2436608	LC
5219583	Cercopithecus dryas Schwarz, 1932	11209097	Chlorocebus dryas (Schwarz, 1932)	3	SPECIES	SYNONYM	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Cercopithecidae	9622	Chlorocebus	2436565	Chlorocebus dryas	11209097	EN
8885431	Saimiri ustus (I.Geoffroy Saint-Hilaire, 1843)	8885431	Saimiri ustus (I.Geoffroy Saint-Hilaire, 1843)	9	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Cebidae	9621	Saimiri	2436659	Saimiri ustus	8885431	NT
2436412	Lemur catta Linnaeus, 1758	2436412	Lemur catta Linnaeus, 1758	243	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Lemuridae	5485	Lemur	2436411	Lemur catta	2436412	EN
2436624	Perodicticus potto (Müller, 1766)	2436624	Perodicticus potto (Müller, 1766)	2	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Lorisidae	3239561	Perodicticus	2436623	Perodicticus potto	2436624	NT
5786096	Alouatta seniculus puruensis Lönnberg, 1941	5786096	Alouatta seniculus puruensis Lönnberg, 1941	5	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Atelidae	3239607	Alouatta	2436647	Alouatta seniculus	2436648	VU
4267220	Semnopithecus schistaceus Hodgson, 1840	4267220	Semnopithecus schistaceus Hodgson, 1840	156	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Cercopithecidae	9622	Semnopithecus	2436563	Semnopithecus schistaceus	4267220	LC
2436404	Callicebus nigrifrons (Spix, 1823)	2436404	Callicebus nigrifrons (Spix, 1823)	35	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Pitheciidae	5486	Callicebus	2436376	Callicebus nigrifrons	2436404	NT
5707337	Papio ursinus griseipes Pocock, 1911	5707337	Papio ursinus griseipes Pocock, 1911	553	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Cercopithecidae	9622	Papio	5219585	Papio ursinus	7262029	LC
4267282	Galago senegalensis dunni Dollman, 1910	4267282	Galago senegalensis dunni Dollman, 1910	1	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Galagidae	3239554	Galago	2436518	Galago senegalensis	9198359	LC
2436542	Trachypithecus cristatus (Raffles, 1821)	2436542	Trachypithecus cristatus (Raffles, 1821)	195	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Cercopithecidae	9622	Trachypithecus	2436533	Trachypithecus cristatus	2436542	VU
2436617	Macaca silenus (Linnaeus, 1758)	2436617	Macaca silenus (Linnaeus, 1758)	68	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Cercopithecidae	9622	Macaca	2436602	Macaca silenus	2436617	EN
5786291	Cercopithecus mitis doggetti Pocock, 1907	5786291	Cercopithecus mitis doggetti Pocock, 1907	13	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Cercopithecidae	9622	Cercopithecus	2436567	Cercopithecus mitis	5219578	LC
7262034	Chlorocebus pygerythrus (F.Cuvier, 1821)	7262034	Chlorocebus pygerythrus (F.Cuvier, 1821)	885	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Cercopithecidae	9622	Chlorocebus	2436565	Chlorocebus pygerythrus	7262034	LC
2436477	Saguinus nigricollis (Spix, 1823)	8628111	Leontocebus nigricollis (Spix, 1823)	94	SPECIES	SYNONYM	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Callitrichidae	9620	Leontocebus	5428933	Leontocebus nigricollis	8628111	LC
2436657	Lagothrix flavicauda (Humboldt, 1812)	2436657	Lagothrix flavicauda (Humboldt, 1812)	4	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Atelidae	3239607	Lagothrix	2436656	Lagothrix flavicauda	2436657	CR
7262016	Colobus guereza guereza	7262016	Colobus guereza guereza	15	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Cercopithecidae	9622	Colobus	5963043	Colobus guereza	5963045	LC
9114849	Erythrocebus patas baumstarki Matschie, 1905	8729702	Erythrocebus baumstarki Matschie, 1905	1	SUBSPECIES	SYNONYM	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Cercopithecidae	9622	Erythrocebus	2436547	Erythrocebus baumstarki	8729702	CR
