,rank,class_name,space_number,synonym,name,author,year,father
612,species,"Allochrocebus solatus (Harrison, 1988) ",26,0,Allochrocebus solatus ,Harrison,1988,Allochrocebus Elliot
613,species,"Cercopithecus solatus Harrison, 1988 ",28,1,Cercopithecus solatus Harrison,, 1988 ,Allochrocebus Elliot
614,genus,"Cercopithecus Linnaeus, 1758 ",24,0,Cercopithecus Linnaeus,, 1758 ,Cercopithecini 
615,genus,"Cercocephalus Temminck, 1853 ",26,1,Cercocephalus Temminck,, 1853 ,Cercopithecini 
616,genus,"Diademia Reichenbach, 1862 ",26,1,Diademia Reichenbach,, 1862 ,Cercopithecini 
617,genus,"Diana Trouessart, 1878 ",26,1,Diana Trouessart,, 1878 ,Cercopithecini 
618,genus,"Insignicebus Elliot, 1913 ",26,1,Insignicebus Elliot,, 1913 ,Cercopithecini 
619,genus,"Lasiopyga Illiger, 1811 ",26,1,Lasiopyga Illiger,, 1811 ,Cercopithecini 
620,genus,"Melanocebus Elliot, 1913 ",26,1,Melanocebus Elliot,, 1913 ,Cercopithecini 
621,genus,"Mona Reichenbach, 1862 ",26,1,Mona Reichenbach,, 1862 ,Cercopithecini 
622,genus,"Monichus Oken, 1816 ",26,1,Monichus Oken,, 1816 ,Cercopithecini 
623,genus,"Neocebus Elliot, 1913 ",26,1,Neocebus Elliot,, 1913 ,Cercopithecini 
624,genus,"Otopithecus Trouessart, 1897 ",26,1,Otopithecus Trouessart,, 1897 ,Cercopithecini 
625,genus,"Petaurista Reichenbach, 1862 ",26,1,Petaurista Reichenbach,, 1862 ,Cercopithecini 
626,genus,"Pogonocebus Trouessart, 1904 ",26,1,Pogonocebus Trouessart,, 1904 ,Cercopithecini 
627,genus,"Rhinosticteus Trouessart, 1897 ",26,1,Rhinosticteus Trouessart,, 1897 ,Cercopithecini 
628,genus,"Rhinostigma Elliot, 1913 ",26,1,Rhinostigma Elliot,, 1913 ,Cercopithecini 
629,species,"Cercopithecus ascanius (Audebert, 1799) ",26,0,Cercopithecus ascanius ,Audebert,1799,Cercopithecus Linnaeus
630,subspecies,"Cercopithecus ascanius ascanius (Audebert, 1799) ",28,0,Cercopithecus ascanius ascanius ,Audebert,1799,Cercopithecus ascanius 
631,species,"Cercopithecus histrio Reichenbach, 1863 ",30,1,Cercopithecus histrio Reichenbach,, 1863 ,Cercopithecus ascanius 
632,species,"Cercopithecus melanogenys Gray, 1845 ",30,1,Cercopithecus melanogenys Gray,, 1845 ,Cercopithecus ascanius 
633,species,"Cercopithecus picturatus Santos, 1886 ",30,1,Cercopithecus picturatus Santos,, 1886 ,Cercopithecus ascanius 
634,subspecies,"Cercopithecus ascanius atrinasus Machado, 1965 ",28,0,Cercopithecus ascanius atrinasus Machado,, 1965 ,Cercopithecus ascanius 
635,subspecies,"Cercopithecus ascanius katangae Lönnberg, 1919 ",28,0,Cercopithecus ascanius katangae Lönnberg,, 1919 ,Cercopithecus ascanius 
636,subspecies,"Cercopithecus ascanius schmidti Matschie, 1892 ",28,0,Cercopithecus ascanius schmidti Matschie,, 1892 ,Cercopithecus ascanius 
637,subspecies,"Cercopithecus schmidti enkamer Matschie, 1913 ",30,1,Cercopithecus schmidti enkamer Matschie,, 1913 ,Cercopithecus ascanius 
638,subspecies,"Cercopithecus schmidti ituriensis Lorenz, 1914 ",30,1,Cercopithecus schmidti ituriensis Lorenz,, 1914 ,Cercopithecus ascanius 
639,subspecies,"Cercopithecus schmidti montanus Lorenz, 1914 ",30,1,Cercopithecus schmidti montanus Lorenz,, 1914 ,Cercopithecus ascanius 
640,subspecies,"Cercopithecus schmidti mpangae Matschie, 1913 ",30,1,Cercopithecus schmidti mpangae Matschie,, 1913 ,Cercopithecus ascanius 
641,subspecies,"Cercopithecus schmidti orientalis Lorenz, 1919 ",30,1,Cercopithecus schmidti orientalis Lorenz,, 1919 ,Cercopithecus ascanius 
642,subspecies,"Cercopithecus schmidti sassae Matschie, 1913 ",30,1,Cercopithecus schmidti sassae Matschie,, 1913 ,Cercopithecus ascanius 
643,subspecies,"Cercopithecus schmitdi rutschuricus Lorenz, 1917 ",30,1,Cercopithecus schmitdi rutschuricus Lorenz,, 1917 ,Cercopithecus ascanius 
644,subspecies,"Lasiopyga ascanius kaimosae Heller, 1913 ",30,1,Lasiopyga ascanius kaimosae Heller,, 1913 ,Cercopithecus ascanius 
645,subspecies,"Cercopithecus ascanius whitesidei Thomas, 1909 ",28,0,Cercopithecus ascanius whitesidei Thomas,, 1909 ,Cercopithecus ascanius 
646,subspecies,"Cercopithecus ascanius cirrhorhinus Matschie, 1913 ",30,1,Cercopithecus ascanius cirrhorhinus Matschie,, 1913 ,Cercopithecus ascanius 
647,subspecies,"Cercopithecus ascanius kassaicus Matschie, 1913 ",30,1,Cercopithecus ascanius kassaicus Matschie,, 1913 ,Cercopithecus ascanius 
648,subspecies,"Cercopithecus ascanius omissus Matschie, 1913 ",30,1,Cercopithecus ascanius omissus Matschie,, 1913 ,Cercopithecus ascanius 
649,subspecies,"Cercopithecus ascanius pelorhinus Matschie, 1913 ",30,1,Cercopithecus ascanius pelorhinus Matschie,, 1913 ,Cercopithecus ascanius 
650,species,"Cercopithecus campbelli Waterhouse, 1838 ",26,0,Cercopithecus campbelli Waterhouse,, 1838 ,Cercopithecus Linnaeus
651,species,"Cercopithecus burnettii Gray, 1842 ",28,1,Cercopithecus burnettii Gray,, 1842 ,Cercopithecus Linnaeus
652,subspecies,"Cercopithecus mona monella Gray, 1870 ",28,1,Cercopithecus mona monella Gray,, 1870 ,Cercopithecus Linnaeus
653,species,"Cercopithecus temminickii Ogilby, 1838 ",28,1,Cercopithecus temminickii Ogilby,, 1838 ,Cercopithecus Linnaeus
654,species,"Cercopithecus cephus (Linnaeus, 1758) ",26,0,Cercopithecus cephus ,Linnaeus,1758,Cercopithecus Linnaeus
655,subspecies,"Cercopithecus cephus cephodes Pocock, 1907 ",28,0,Cercopithecus cephus cephodes Pocock,, 1907 ,Cercopithecus cephus 
656,subspecies,"Cercopithecus cephus gabonensis Maclatchy & Malbrant, 1947 ",30,1,Cercopithecus cephus gabonensis Maclatchy & Malbrant,, 1947 ,Cercopithecus cephus 
657,subspecies,"Cercopithecus cephus cephus (Linnaeus, 1758) ",28,0,Cercopithecus cephus cephus ,Linnaeus,1758,Cercopithecus cephus 
658,species,"Cercopithecus buccalis LeConte, 1857 ",30,1,Cercopithecus buccalis LeConte,, 1857 ,Cercopithecus cephus 
659,species,"Cercopithecus inobservatus Elliot, 1910 ",30,1,Cercopithecus inobservatus Elliot,, 1910 ,Cercopithecus cephus 
660,species,"Cercopithecus pulcher Lorenz, 1915 ",30,1,Cercopithecus pulcher Lorenz,, 1915 ,Cercopithecus cephus 
661,subspecies,"Cercopithecus cephus ngottoensis Colyn, 1999 ",28,0,Cercopithecus cephus ngottoensis Colyn,, 1999 ,Cercopithecus cephus 
662,species,"Cercopithecus denti Thomas, 1907 ",26,0,Cercopithecus denti Thomas,, 1907 ,Cercopithecus Linnaeus
663,subspecies,"Cercopithecus denti liebrechtsi Dubois & Matschie, 1912 ",28,1,Cercopithecus denti liebrechtsi Dubois & Matschie,, 1912 ,Cercopithecus Linnaeus
664,species,"Cercopithecus diana (Linnaeus, 1758) ",26,0,Cercopithecus diana ,Linnaeus,1758,Cercopithecus Linnaeus
665,subspecies,"Cercopithecus diana ignita Gray, 1870 ",28,1,Cercopithecus diana ignita Gray,, 1870 ,Cercopithecus Linnaeus
666,species,"Simia faunus Linnaeus, 1766 ",28,1,Simia faunus Linnaeus,, 1766 ,Cercopithecus Linnaeus
667,species,"Cercopithecus erythrogaster Gray, 1866 ",26,0,Cercopithecus erythrogaster Gray,, 1866 ,Cercopithecus Linnaeus
668,subspecies,"Cercopithecus erythrogaster erythrogaster Gray, 1866 ",28,0,Cercopithecus erythrogaster erythrogaster Gray,, 1866 ,Cercopithecus erythrogaster Gray
669,subspecies,"Cercopithecus erythrogaster pococki Grubb, Lernould & Oates, 2000 ",28,0,Cercopithecus erythrogaster pococki Grubb,, 2000 ,Cercopithecus erythrogaster Gray
670,species,"Cercopithecus erythrotis Waterhouse, 1838 ",26,0,Cercopithecus erythrotis Waterhouse,, 1838 ,Cercopithecus Linnaeus
671,subspecies,"Cercopithecus erythrotis camerunensis Hayman in Sanderson, 1940 ",28,0,Cercopithecus erythrotis camerunensis Hayman in Sanderson,, 1940 ,Cercopithecus erythrotis Waterhouse
672,subspecies,"Cercopithecus erythrotis erythrotis Waterhouse, 1838 ",28,0,Cercopithecus erythrotis erythrotis Waterhouse,, 1838 ,Cercopithecus erythrotis Waterhouse
673,species,"Cercopithecus hamlyni Pocock, 1907 ",26,0,Cercopithecus hamlyni Pocock,, 1907 ,Cercopithecus Linnaeus
674,subspecies,"Cercopithecus hamlyni hamlyni Pocock, 1907 ",28,1,Cercopithecus hamlyni hamlyni Pocock,, 1907 ,Cercopithecus Linnaeus
675,subspecies,"Cercopithecus hamlyni kahuziensis Colyn & Rahm, 1987 ",28,1,Cercopithecus hamlyni kahuziensis Colyn & Rahm,, 1987 ,Cercopithecus Linnaeus
676,subspecies,"Cercopithecus leucampyx aurora Thomas & Wroughton, 1910 ",28,1,Cercopithecus leucampyx aurora Thomas & Wroughton,, 1910 ,Cercopithecus Linnaeus
677,species,"Cercopithecus lomamiensis Hart, Detwiler, Gilbert, Burrell, Fuller, Emetshu, Hart, Vosper, Sargis & Tosi, 2012 ",26,0,Cercopithecus lomamiensis Hart,, 2012 ,Cercopithecus Linnaeus
678,species,"Cercopithecus lowei Thomas, 1923 ",26,0,Cercopithecus lowei Thomas,, 1923 ,Cercopithecus Linnaeus
679,species,"Cercopithecus mitis Wolf, 1822 ",26,0,Cercopithecus mitis Wolf,, 1822 ,Cercopithecus Linnaeus
680,subspecies,"Cercopithecus mitis albogularis (Sykes, 1831) ",28,0,Cercopithecus mitis albogularis ,Sykes,1831,Cercopithecus mitis Wolf
681,subspecies,"Cercopithecus albogularis albogularis (Sykes, 1831) ",30,1,Cercopithecus albogularis albogularis ,Sykes,1831,Cercopithecus mitis Wolf
682,subspecies,"Cercopithecus albogularis kibonotensis Lönnberg, 1908 ",30,1,Cercopithecus albogularis kibonotensis Lönnberg,, 1908 ,Cercopithecus mitis Wolf
683,species,"Cercopithecus albogularis (Sykes, 1831) ",30,1,Cercopithecus albogularis ,Sykes,1831,Cercopithecus mitis Wolf
684,subspecies,"Lasiopyga albogularis kima Heller, 1913 ",30,1,Lasiopyga albogularis kima Heller,, 1913 ,Cercopithecus mitis Wolf
685,subspecies,"Lasiopyga albogularis maritima Heller, 1913 ",30,1,Lasiopyga albogularis maritima Heller,, 1913 ,Cercopithecus mitis Wolf
686,subspecies,"Cercopithecus mitis albotorquatus de Pousargues, 1896 ",28,0,Cercopithecus mitis albotorquatus de Pousargues,, 1896 ,Cercopithecus mitis Wolf
687,subspecies,"Cercopithecus albogularis albotorquatus de Pousargues, 1896 ",30,1,Cercopithecus albogularis albotorquatus de Pousargues,, 1896 ,Cercopithecus mitis Wolf
688,subspecies,"Cercopithecus albogularis phylax Schwarz, 1927 ",30,1,Cercopithecus albogularis phylax Schwarz,, 1927 ,Cercopithecus mitis Wolf
689,species,"Cercopithecus albotorquatus de Pousargues, 1896 ",30,1,Cercopithecus albotorquatus de Pousargues,, 1896 ,Cercopithecus mitis Wolf
690,species,"Cercopithecus rufotinctus Pocock, 1907 ",30,1,Cercopithecus rufotinctus Pocock,, 1907 ,Cercopithecus mitis Wolf
691,subspecies,"Cercopithecus mitis boutourlinii Giglioli, 1887 ",28,0,Cercopithecus mitis boutourlinii Giglioli,, 1887 ,Cercopithecus mitis Wolf
692,species,"Cercopithecus omensis Thomas, 1901 ",30,1,Cercopithecus omensis Thomas,, 1901 ,Cercopithecus mitis Wolf
693,subspecies,"Cercopithecus mitis doggetti Pocock, 1907 ",28,0,Cercopithecus mitis doggetti Pocock,, 1907 ,Cercopithecus mitis Wolf
694,species,"Cercopithecus doggetti Pocock, 1907 ",30,1,Cercopithecus doggetti Pocock,, 1907 ,Cercopithecus mitis Wolf
695,subspecies,"Lasiopyga leucampyx sibatoi Lorenz, 1913 ",30,1,Lasiopyga leucampyx sibatoi Lorenz,, 1913 ,Cercopithecus mitis Wolf
696,subspecies,"Cercopithecus mitis erythrarchus Peters, 1852 ",28,0,Cercopithecus mitis erythrarchus Peters,, 1852 ,Cercopithecus mitis Wolf
697,subspecies,"Cercopithecus albogularis beirensis Pocock, 1907 ",30,1,Cercopithecus albogularis beirensis Pocock,, 1907 ,Cercopithecus mitis Wolf
698,subspecies,"Cercopithecus albogularis erythrarchus Peters, 1852 ",30,1,Cercopithecus albogularis erythrarchus Peters,, 1852 ,Cercopithecus mitis Wolf
699,subspecies,"Cercopithecus albogularis schwarzi Roberts, 1931 ",30,1,Cercopithecus albogularis schwarzi Roberts,, 1931 ,Cercopithecus mitis Wolf
700,species,"Cercopithecus erythrarchus Peters, 1852 ",30,1,Cercopithecus erythrarchus Peters,, 1852 ,Cercopithecus mitis Wolf
701,subspecies,"Cercopithecus leucampyx nyasae Schwarz, 1928 ",30,1,Cercopithecus leucampyx nyasae Schwarz,, 1928 ,Cercopithecus mitis Wolf
702,subspecies,"Cercopithecus mitis stevensoni Roberts, 1948 ",30,1,Cercopithecus mitis stevensoni Roberts,, 1948 ,Cercopithecus mitis Wolf
703,subspecies,"Cercopithecus stairsi mossambicus Pocock, 1907 ",30,1,Cercopithecus stairsi mossambicus Pocock,, 1907 ,Cercopithecus mitis Wolf
704,species,"Cercopithecus stairsi Sclater, 1892 ",30,1,Cercopithecus stairsi Sclater,, 1892 ,Cercopithecus mitis Wolf
705,subspecies,"Cercopithecus mitis francescae Thomas, 1902 ",28,0,Cercopithecus mitis francescae Thomas,, 1902 ,Cercopithecus mitis Wolf
706,subspecies,"Cercopithecus albogularis francescae Thomas, 1902 ",30,1,Cercopithecus albogularis francescae Thomas,, 1902 ,Cercopithecus mitis Wolf
707,species,"Cercopithecus francescae Thomas, 1902 ",30,1,Cercopithecus francescae Thomas,, 1902 ,Cercopithecus mitis Wolf
708,subspecies,"Cercopithecus mitis heymansi Colyn & Verheyen, 1987 ",28,0,Cercopithecus mitis heymansi Colyn & Verheyen,, 1987 ,Cercopithecus mitis Wolf
709,subspecies,"Cercopithecus mitis kandti Matschie, 1905 ",28,0,Cercopithecus mitis kandti Matschie,, 1905 ,Cercopithecus mitis Wolf
710,species,"Cercopithecus insignis Elliot, 1909 ",30,1,Cercopithecus insignis Elliot,, 1909 ,Cercopithecus mitis Wolf
711,species,"Cercopithecus kandti Matschie, 1905 ",30,1,Cercopithecus kandti Matschie,, 1905 ,Cercopithecus mitis Wolf
712,subspecies,"Cercopithecus mitis kolbi Neumann, 1902 ",28,0,Cercopithecus mitis kolbi Neumann,, 1902 ,Cercopithecus mitis Wolf
713,subspecies,"Cercopithecus albogularis kolbi Neumann, 1902 ",30,1,Cercopithecus albogularis kolbi Neumann,, 1902 ,Cercopithecus mitis Wolf
714,subspecies,"Cercopithecus kolbi hindei Pocock, 1907 ",30,1,Cercopithecus kolbi hindei Pocock,, 1907 ,Cercopithecus mitis Wolf
715,subspecies,"Cercopithecus kolbi nubilus Dollman, 1910 ",30,1,Cercopithecus kolbi nubilus Dollman,, 1910 ,Cercopithecus mitis Wolf
716,subspecies,"Cercopithecus mitis labiatus I. Geoffroy Saint-Hilaire, 1842 ",28,0,Cercopithecus mitis labiatus I. Geoffroy Saint-Hilaire,, 1842 ,Cercopithecus mitis Wolf
717,subspecies,"Cercopithecus albogularis labiatus I. Geoffroy Saint-Hilaire, 1842 ",30,1,Cercopithecus albogularis labiatus I. Geoffroy Saint-Hilaire,, 1842 ,Cercopithecus mitis Wolf
718,species,"Cercopithecus chimango Temminck, 1853 ",30,1,Cercopithecus chimango Temminck,, 1853 ,Cercopithecus mitis Wolf
719,species,"Cercopithecus labiatus I. Geoffroy Saint-Hilaire, 1842 ",30,1,Cercopithecus labiatus I. Geoffroy Saint-Hilaire,, 1842 ,Cercopithecus mitis Wolf
720,species,"Cercopithecus samango Wahlberg, 1845 ",30,1,Cercopithecus samango Wahlberg,, 1845 ,Cercopithecus mitis Wolf
721,subspecies,"Cercopithecus mitis manyaraensis Butynski & De Jong, 2020 ",28,0,Cercopithecus mitis manyaraensis Butynski & De Jong,, 2020 ,Cercopithecus mitis Wolf
722,subspecies,"Cercopithecus mitis mitis Wolf, 1822 ",28,0,Cercopithecus mitis mitis Wolf,, 1822 ,Cercopithecus mitis Wolf
723,species,"Cercopithecus diadematus I. Geoffroy Saint-Hilaire, 1834 ",30,1,Cercopithecus diadematus I. Geoffroy Saint-Hilaire,, 1834 ,Cercopithecus mitis Wolf
724,species,"Cercopithecus dilophos Ogilby, 1838 ",30,1,Cercopithecus dilophos Ogilby,, 1838 ,Cercopithecus mitis Wolf
725,species,"Cercopithecus pluto Gray, 1848 ",30,1,Cercopithecus pluto Gray,, 1848 ,Cercopithecus mitis Wolf
726,subspecies,"Cercopithecus stuhlmanni nigrigenis Pocock, 1907 ",30,1,Cercopithecus stuhlmanni nigrigenis Pocock,, 1907 ,Cercopithecus mitis Wolf
727,species,"Simia leucampyx Fischer, 1829 ",30,1,Simia leucampyx Fischer,, 1829 ,Cercopithecus mitis Wolf
728,subspecies,"Cercopithecus mitis moloneyi Sclater, 1893 ",28,0,Cercopithecus mitis moloneyi Sclater,, 1893 ,Cercopithecus mitis Wolf
729,subspecies,"Cercopithecus albogularis moloneyi Sclater, 1893 ",30,1,Cercopithecus albogularis moloneyi Sclater,, 1893 ,Cercopithecus mitis Wolf
730,subspecies,"Cercopithecus mitis monoides I. Geoffroy Saint-Hilaire, 1841 ",28,0,Cercopithecus mitis monoides I. Geoffroy Saint-Hilaire,, 1841 ,Cercopithecus mitis Wolf
731,subspecies,"Cercopithecus albogularis monoides I. Geoffroy Saint-Hilaire, 1841 ",30,1,Cercopithecus albogularis monoides I. Geoffroy Saint-Hilaire,, 1841 ,Cercopithecus mitis Wolf
732,subspecies,"Cercopithecus albogularis rufilatus Pocock, 1907 ",30,1,Cercopithecus albogularis rufilatus Pocock,, 1907 ,Cercopithecus mitis Wolf
733,species,"Cercopithecus monoides I. Geoffroy Saint-Hilaire, 1841 ",30,1,Cercopithecus monoides I. Geoffroy Saint-Hilaire,, 1841 ,Cercopithecus mitis Wolf
734,subspecies,"Cercopithecus mitis opisthostictus Sclater, 1894 ",28,0,Cercopithecus mitis opisthostictus Sclater,, 1894 ,Cercopithecus mitis Wolf
735,subspecies,"Cercopithecus mitis stuhlmanni Matschie, 1893 ",28,0,Cercopithecus mitis stuhlmanni Matschie,, 1893 ,Cercopithecus mitis Wolf
736,subspecies,"Cercopithecus leucampyx maesi Lönnberg, 1919 ",30,1,Cercopithecus leucampyx maesi Lönnberg,, 1919 ,Cercopithecus mitis Wolf
737,subspecies,"Cercopithecus leucampyx schubotzi Matschie, 1913 ",30,1,Cercopithecus leucampyx schubotzi Matschie,, 1913 ,Cercopithecus mitis Wolf
738,subspecies,"Cercopithecus mitis elgonis Lönnberg, 1919 ",30,1,Cercopithecus mitis elgonis Lönnberg,, 1919 ,Cercopithecus mitis Wolf
739,subspecies,"Cercopithecus mitis schoutedeni (Schwarz, 1928) ",30,1,Cercopithecus mitis schoutedeni ,Schwarz,1928,Cercopithecus mitis Wolf
740,species,"Cercopithecus neumanni Matschie, 1906 ",30,1,Cercopithecus neumanni Matschie,, 1906 ,Cercopithecus mitis Wolf
741,species,"Cercopithecus otoleucus Sclater, 1902 ",30,1,Cercopithecus otoleucus Sclater,, 1902 ,Cercopithecus mitis Wolf
742,species,"Cercopithecus princeps Elliot, 1909 ",30,1,Cercopithecus princeps Elliot,, 1909 ,Cercopithecus mitis Wolf
743,subspecies,"Cercopithecus stuhlmanni carruthersi Pocock, 1907 ",30,1,Cercopithecus stuhlmanni carruthersi Pocock,, 1907 ,Cercopithecus mitis Wolf
744,subspecies,"Lasiopyga leucampix mauae Heller, 1913 ",30,1,Lasiopyga leucampix mauae Heller,, 1913 ,Cercopithecus mitis Wolf
745,subspecies,"Cercopithecus mitis zammaranoi de Beaux, 1924 ",28,0,Cercopithecus mitis zammaranoi de Beaux,, 1924 ,Cercopithecus mitis Wolf
746,subspecies,"Cercopithecus albogularis zammaranoi de Beaux, 1924 ",30,1,Cercopithecus albogularis zammaranoi de Beaux,, 1924 ,Cercopithecus mitis Wolf
747,species,"Cercopithecus mona (Schreber, 1775) ",26,0,Cercopithecus mona ,Schreber,1775,Cercopithecus Linnaeus
748,species,"Simia monacha Schreber, 1804 ",28,1,Simia monacha Schreber,, 1804 ,Cercopithecus Linnaeus
749,species,"Cercopithecus neglectus Schlegel, 1876 ",26,0,Cercopithecus neglectus Schlegel,, 1876 ,Cercopithecus Linnaeus
750,subspecies,"Cercopithecus brazzae uellensis Lönnberg, 1919 ",28,1,Cercopithecus brazzae uellensis Lönnberg,, 1919 ,Cercopithecus Linnaeus
751,species,"Cercopithecus brazzae A. Milne-Edwards, 1886 ",28,1,Cercopithecus brazzae A. Milne-Edwards,, 1886 ,Cercopithecus Linnaeus
752,species,"Cercopithecus ezrae Pocock, 1908 ",28,1,Cercopithecus ezrae Pocock,, 1908 ,Cercopithecus Linnaeus
753,subspecies,"Cercopithecus neglectus brazziformis Pocock, 1907 ",28,1,Cercopithecus neglectus brazziformis Pocock,, 1907 ,Cercopithecus Linnaeus
754,species,"Cercopithecus nictitans (Linnaeus, 1766) ",26,0,Cercopithecus nictitans ,Linnaeus,1766,Cercopithecus Linnaeus
755,subspecies,"Cercopithecus nictitans martini Waterhouse, 1838 ",28,0,Cercopithecus nictitans martini Waterhouse,, 1838 ,Cercopithecus nictitans 
756,subspecies,"Cercopithecus nictitans insolitus Elliot, 1909 ",30,1,Cercopithecus nictitans insolitus Elliot,, 1909 ,Cercopithecus nictitans 
757,subspecies,"Cercopithecus nictitans ludio Gray, 1849 ",30,1,Cercopithecus nictitans ludio Gray,, 1849 ,Cercopithecus nictitans 
758,subspecies,"Cercopithecus nictitans stampflii Jentink, 1888 ",30,1,Cercopithecus nictitans stampflii Jentink,, 1888 ,Cercopithecus nictitans 
759,subspecies,"Cercopithecus nictitans nictitans (Linnaeus, 1766) ",28,0,Cercopithecus nictitans nictitans ,Linnaeus,1766,Cercopithecus nictitans 
760,subspecies,"Cercopithecus nictitans laglaizei Pocock, 1907 ",30,1,Cercopithecus nictitans laglaizei Pocock,, 1907 ,Cercopithecus nictitans 
761,species,"Cercopithecus sticticeps Elliot, 1909 ",30,1,Cercopithecus sticticeps Elliot,, 1909 ,Cercopithecus nictitans 
762,species,"Cercopithecus petaurista (Schreber, 1774) ",26,0,Cercopithecus petaurista ,Schreber,1774,Cercopithecus Linnaeus
763,subspecies,"Cercopithecus petaurista buettikoferi Jentink, 1886 ",28,0,Cercopithecus petaurista buettikoferi Jentink,, 1886 ,Cercopithecus petaurista 
764,subspecies,"Cercopithecus petaurista petaurista (Schreber, 1774) ",28,0,Cercopithecus petaurista petaurista ,Schreber,1774,Cercopithecus petaurista 
765,subspecies,"Cercopithecus buettikeri pygrius Thomas, 1923 ",30,1,Cercopithecus buettikeri pygrius Thomas,, 1923 ,Cercopithecus petaurista 
766,species,"Cercopithecus fantiensis Matschie, 1893 ",30,1,Cercopithecus fantiensis Matschie,, 1893 ,Cercopithecus petaurista 
767,species,"Simia albinasus Reichenbach, 1863 ",30,1,Simia albinasus Reichenbach,, 1863 ,Cercopithecus petaurista 
768,species,"Cercopithecus pogonias Bennett, 1833 ",26,0,Cercopithecus pogonias Bennett,, 1833 ,Cercopithecus Linnaeus
769,subspecies,"Cercopithecus pogonias grayi Fraser, 1850 ",28,0,Cercopithecus pogonias grayi Fraser,, 1850 ,Cercopithecus pogonias Bennett
770,species,"Cercopithecus erxlebeni Dallbet & Pucheran, 1856 ",30,1,Cercopithecus erxlebeni Dallbet & Pucheran,, 1856 ,Cercopithecus pogonias Bennett
771,subspecies,"Cercopithecus mona schwarzi Schouteden, 1944 ",30,1,Cercopithecus mona schwarzi Schouteden,, 1944 ,Cercopithecus pogonias Bennett
772,species,"Cercopithecus petronellae Büttikofer, 1911 ",30,1,Cercopithecus petronellae Büttikofer,, 1911 ,Cercopithecus pogonias Bennett
773,subspecies,"Cercopithecus pogonias pallidus Elliot, 1909 ",30,1,Cercopithecus pogonias pallidus Elliot,, 1909 ,Cercopithecus pogonias Bennett
774,subspecies,"Cercopithecus pogonias schwarzianus Schouteden, 1946 ",30,1,Cercopithecus pogonias schwarzianus Schouteden,, 1946 ,Cercopithecus pogonias Bennett
775,subspecies,"Cercopithecus pogonias nigripes du Chaillu, 1860 ",28,0,Cercopithecus pogonias nigripes du Chaillu,, 1860 ,Cercopithecus pogonias Bennett
776,subspecies,"Cercopithecus pogonias pogonias Bennett, 1833 ",28,0,Cercopithecus pogonias pogonias Bennett,, 1833 ,Cercopithecus pogonias Bennett
